ticket_id,created_date,created_time,closed_date,closed_time,status,priority,category,error_code
2454,7/4/2025,12:58:00 PM,7/4/2025,3:18:00 PM,Closed,Medium,Network,NET_408
2455,7/4/2025,2:18:00 PM,,,Open,Medium,General,GEN_100
2456,7/4/2025,6:28:00 PM,7/4/2025,9:05:00 PM,Closed,Medium,General,GEN_300
2457,7/5/2025,5:27:00 PM,,,Open,Low,Reporting,REP_400
2458,7/6/2025,8:22:00 AM,,,Open,Medium,Login,AUTH_500
2459,7/6/2025,8:46:00 AM,7/6/2025,9:59:00 AM,Closed,High,Network,NET_408
2460,7/6/2025,4:44:00 PM,,,In Progress,High,Network,NET_429
2461,7/7/2025,9:44:00 AM,,,In Progress,High,Login,AUTH_500
2462,7/7/2025,10:11:00 AM,7/7/2025,3:10:00 PM,Closed,Medium,Network,NET_429
2463,7/7/2025,10:17:00 AM,,,Open,High,Network,NET_429
2464,7/7/2025,12:29:00 PM,,,Open,Medium,Login,AUTH_404
2465,7/7/2025,1:29:00 PM,7/7/2025,5:54:00 PM,Closed,Medium,Account,ACC_400
2466,7/7/2025,2:21:00 PM,,,Open,Low,Login,AUTH_500
2467,7/7/2025,2:35:00 PM,7/7/2025,3:42:00 PM,Closed,High,Payment,PAY_504
2468,7/7/2025,3:00:00 PM,7/7/2025,4:46:00 PM,Closed,Low,Login,AUTH_429
2469,7/7/2025,3:18:00 PM,7/7/2025,4:40:00 PM,Closed,High,Account,ACC_404
2470,7/7/2025,5:09:00 PM,,,In Progress,Medium,Payment,PAY_500
2471,7/7/2025,7:44:00 PM,7/7/2025,11:59:00 PM,Closed,Low,General,GEN_500
2472,7/8/2025,9:16:00 AM,,,Open,Medium,General,GEN_200
2473,7/8/2025,9:16:00 AM,,,Open,Medium,Network,NET_408
2474,7/8/2025,9:27:00 AM,,,In Progress,High,General,GEN_300
2475,7/8/2025,12:34:00 PM,,,Open,Low,Reporting,REP_408
2476,7/8/2025,3:21:00 PM,7/8/2025,3:51:00 PM,Closed,High,Login,AUTH_404
2477,7/8/2025,4:59:00 PM,7/8/2025,10:35:00 PM,Closed,Medium,General,GEN_200
2478,7/9/2025,12:14:00 PM,7/9/2025,8:56:00 PM,Closed,Low,General,GEN_300
2479,7/9/2025,1:31:00 PM,7/9/2025,3:00:00 PM,Closed,High,Payment,PAY_500
2480,7/9/2025,4:29:00 PM,7/9/2025,10:41:00 PM,Closed,Low,General,GEN_300
2481,7/9/2025,4:46:00 PM,7/9/2025,6:01:00 PM,Closed,Medium,Payment,PAY_400
2482,7/9/2025,6:03:00 PM,,,In Progress,Medium,Account,ACC_400
2483,7/10/2025,9:41:00 AM,,,Open,Low,General,GEN_300
2484,7/10/2025,10:10:00 AM,,,In Progress,Medium,Payment,PAY_500
2485,7/10/2025,10:55:00 AM,,,In Progress,Medium,General,GEN_300
2486,7/10/2025,12:05:00 PM,7/10/2025,3:04:00 PM,Closed,High,Account,ACC_404
2487,7/10/2025,12:31:00 PM,7/10/2025,1:08:00 PM,Closed,High,Payment,PAY_504
2488,7/10/2025,12:51:00 PM,7/10/2025,3:40:00 PM,Closed,High,Payment,PAY_402
2489,7/10/2025,1:09:00 PM,7/10/2025,8:20:00 PM,Closed,Medium,Account,ACC_404
2490,7/10/2025,1:16:00 PM,,,In Progress,Medium,General,GEN_300
2491,7/10/2025,4:14:00 PM,,,Open,Medium,General,GEN_300
2492,7/10/2025,6:27:00 PM,,,In Progress,Medium,General,GEN_100
2493,7/10/2025,7:01:00 PM,7/10/2025,11:59:00 PM,Closed,Low,Login,AUTH_429
2494,7/10/2025,7:44:00 PM,,,Open,Low,Payment,PAY_500
2495,7/11/2025,8:10:00 AM,7/11/2025,11:36:00 AM,Closed,Medium,Reporting,REP_404
2496,7/11/2025,10:05:00 AM,7/11/2025,5:03:00 PM,Closed,Medium,Payment,PAY_400
2497,7/11/2025,1:05:00 PM,,,In Progress,Medium,Reporting,REP_404
2498,7/11/2025,1:19:00 PM,,,In Progress,Medium,Account,ACC_401
2499,7/11/2025,7:52:00 PM,,,In Progress,Low,Reporting,REP_500
2500,7/12/2025,10:31:00 AM,,,Open,Medium,Payment,PAY_402
2501,7/12/2025,11:02:00 AM,,,Open,High,Network,NET_503
2502,7/12/2025,11:40:00 AM,7/12/2025,1:47:00 PM,Closed,High,Network,NET_429
2503,7/12/2025,2:38:00 PM,7/12/2025,6:34:00 PM,Closed,Medium,General,GEN_100
2504,7/12/2025,6:22:00 PM,,,Open,Medium,Network,NET_500
2505,7/13/2025,8:14:00 AM,7/13/2025,9:48:00 AM,Closed,Medium,Reporting,REP_400
2506,7/13/2025,12:56:00 PM,,,Open,Medium,Payment,PAY_500
2507,7/14/2025,8:52:00 AM,7/14/2025,9:31:00 AM,Closed,Medium,Login,AUTH_500
2508,7/14/2025,8:53:00 AM,7/14/2025,1:24:00 PM,Closed,Medium,Login,AUTH_404
2509,7/14/2025,9:43:00 AM,7/14/2025,3:36:00 PM,Closed,Medium,Payment,PAY_504
2510,7/14/2025,11:23:00 AM,,,In Progress,Medium,Payment,PAY_504
2511,7/14/2025,12:35:00 PM,7/14/2025,8:19:00 PM,Closed,Medium,General,GEN_200
2512,7/14/2025,12:53:00 PM,,,Open,Low,Payment,PAY_400
2513,7/14/2025,2:14:00 PM,,,Open,Low,Login,AUTH_403
2514,7/14/2025,3:10:00 PM,7/14/2025,5:05:00 PM,Closed,Medium,Network,NET_429
2515,7/14/2025,5:41:00 PM,7/14/2025,8:12:00 PM,Closed,High,Reporting,REP_400
2516,7/15/2025,9:35:00 AM,,,In Progress,Medium,Payment,PAY_409
2517,7/15/2025,10:10:00 AM,,,Open,Medium,General,GEN_200
2518,7/15/2025,10:42:00 AM,,,In Progress,Low,Login,AUTH_429
2519,7/15/2025,10:59:00 AM,,,Open,Medium,Login,AUTH_403
2520,7/15/2025,1:50:00 PM,7/15/2025,4:22:00 PM,Closed,Medium,General,GEN_100
2521,7/15/2025,3:59:00 PM,,,Open,Medium,Account,ACC_500
2522,7/16/2025,8:50:00 AM,,,Open,Low,Reporting,REP_404
2523,7/16/2025,9:15:00 AM,,,Open,Low,Login,AUTH_404
2524,7/16/2025,10:01:00 AM,7/16/2025,12:21:00 PM,Closed,Medium,General,GEN_200
2525,7/16/2025,10:28:00 AM,,,In Progress,Medium,Login,AUTH_404
2526,7/16/2025,11:30:00 AM,7/16/2025,4:29:00 PM,Closed,Low,Payment,PAY_504
2527,7/16/2025,12:39:00 PM,,,Open,Medium,Account,ACC_401
2528,7/16/2025,12:58:00 PM,7/16/2025,3:09:00 PM,Closed,Medium,General,GEN_200
2529,7/16/2025,4:57:00 PM,,,In Progress,Medium,Reporting,REP_408
2530,7/16/2025,7:24:00 PM,7/16/2025,8:16:00 PM,Closed,Medium,Login,AUTH_500
2531,7/17/2025,8:05:00 AM,7/17/2025,10:17:00 AM,Closed,Low,Login,AUTH_403
2532,7/17/2025,8:12:00 AM,,,Open,Low,Payment,PAY_400
2533,7/17/2025,8:46:00 AM,,,In Progress,High,Login,AUTH_429
2534,7/17/2025,11:22:00 AM,7/17/2025,7:13:00 PM,Closed,Medium,Network,NET_408
2535,7/17/2025,12:03:00 PM,7/17/2025,6:58:00 PM,Closed,Low,Login,AUTH_403
2536,7/17/2025,1:24:00 PM,,,Open,Low,General,GEN_300
2537,7/17/2025,1:26:00 PM,7/17/2025,4:17:00 PM,Closed,High,Account,ACC_400
2538,7/17/2025,2:19:00 PM,7/17/2025,4:02:00 PM,Closed,Medium,Reporting,REP_408
2539,7/17/2025,5:09:00 PM,,,Open,High,Network,NET_503
2540,7/17/2025,5:50:00 PM,,,Open,Medium,Login,AUTH_500
2541,7/17/2025,6:21:00 PM,,,Open,Medium,Login,AUTH_404
2542,7/17/2025,7:20:00 PM,,,In Progress,Medium,Login,AUTH_500
2543,7/18/2025,9:03:00 AM,7/18/2025,10:37:00 AM,Closed,Medium,General,GEN_300
2544,7/18/2025,11:45:00 AM,,,Open,High,General,GEN_500
2545,7/18/2025,12:47:00 PM,,,In Progress,Medium,General,GEN_100
2546,7/18/2025,4:17:00 PM,,,In Progress,Low,Reporting,REP_500
2547,7/18/2025,5:19:00 PM,,,Open,High,General,GEN_100
2548,7/18/2025,7:53:00 PM,7/18/2025,10:49:00 PM,Closed,Medium,General,GEN_500
2549,7/19/2025,2:52:00 PM,,,In Progress,High,General,GEN_500
2550,7/19/2025,3:13:00 PM,,,Open,Medium,Login,AUTH_403
2551,7/20/2025,8:56:00 AM,,,Open,Medium,Network,NET_429
2552,7/20/2025,5:14:00 PM,,,In Progress,Medium,Network,NET_503
2553,7/21/2025,9:04:00 AM,,,Open,Medium,Payment,PAY_502
2554,7/21/2025,9:19:00 AM,,,Open,Medium,Network,NET_500
2555,7/21/2025,9:27:00 AM,,,Open,Medium,Network,NET_502
2556,7/21/2025,9:27:00 AM,,,In Progress,Medium,Login,AUTH_429
2557,7/21/2025,11:23:00 AM,,,In Progress,Medium,Login,AUTH_500
2558,7/21/2025,11:33:00 AM,7/21/2025,1:44:00 PM,Closed,High,Payment,PAY_402
2559,7/21/2025,2:13:00 PM,,,In Progress,Medium,General,GEN_300
2560,7/21/2025,2:21:00 PM,,,Open,Medium,Network,NET_502
2561,7/21/2025,3:55:00 PM,7/21/2025,6:08:00 PM,Closed,High,General,GEN_200
2562,7/21/2025,4:58:00 PM,7/21/2025,11:59:00 PM,Closed,Medium,Payment,PAY_500
2563,7/21/2025,5:32:00 PM,,,Open,Medium,Payment,PAY_400
2564,7/21/2025,6:00:00 PM,7/21/2025,6:16:00 PM,Closed,High,Network,NET_429
2565,7/21/2025,6:05:00 PM,7/21/2025,7:16:00 PM,Closed,High,General,GEN_100
2566,7/21/2025,6:05:00 PM,,,In Progress,Medium,Payment,PAY_402
2567,7/21/2025,7:52:00 PM,,,In Progress,Medium,General,GEN_200
2568,7/22/2025,10:57:00 AM,,,Open,Low,Payment,PAY_504
2569,7/22/2025,11:22:00 AM,7/22/2025,12:23:00 PM,Closed,High,General,GEN_200
2570,7/22/2025,12:01:00 PM,,,Open,High,Login,AUTH_404
2571,7/22/2025,5:02:00 PM,,,Open,Medium,Payment,PAY_400
2572,7/22/2025,5:32:00 PM,,,In Progress,Medium,General,GEN_100
2573,7/22/2025,5:58:00 PM,,,In Progress,Medium,Network,NET_408
2574,7/23/2025,9:29:00 AM,7/23/2025,11:05:00 AM,Closed,Medium,Login,AUTH_500
2575,7/23/2025,12:16:00 PM,7/23/2025,1:39:00 PM,Closed,High,Payment,PAY_409
2576,7/23/2025,1:10:00 PM,,,In Progress,Medium,Login,AUTH_429
2577,7/23/2025,4:52:00 PM,,,Open,Medium,Network,NET_429
2578,7/23/2025,5:16:00 PM,,,In Progress,Medium,General,GEN_100
2579,7/24/2025,9:06:00 AM,,,Open,Medium,Payment,PAY_500
2580,7/24/2025,3:58:00 PM,,,In Progress,Low,Reporting,REP_404
2581,7/24/2025,4:11:00 PM,7/24/2025,10:21:00 PM,Closed,Medium,General,GEN_100
2582,7/24/2025,4:32:00 PM,,,Open,Medium,Login,AUTH_500
2583,7/24/2025,5:30:00 PM,7/24/2025,10:26:00 PM,Closed,Medium,Account,ACC_400
2584,7/24/2025,6:42:00 PM,7/24/2025,11:15:00 PM,Closed,Medium,Payment,PAY_500
2585,7/25/2025,8:43:00 AM,,,Open,Medium,Account,ACC_500
2586,7/25/2025,8:54:00 AM,,,In Progress,Low,Payment,PAY_502
2587,7/25/2025,10:21:00 AM,,,Open,Low,General,GEN_100
2588,7/25/2025,10:23:00 AM,,,Open,Medium,Account,ACC_401
2589,7/25/2025,10:26:00 AM,7/25/2025,1:01:00 PM,Closed,High,General,GEN_100
2590,7/25/2025,1:32:00 PM,7/25/2025,11:59:00 PM,Closed,Low,Account,ACC_409
2591,7/25/2025,1:33:00 PM,7/25/2025,7:18:00 PM,Closed,Low,Reporting,REP_500
2592,7/25/2025,2:35:00 PM,,,Open,High,Account,ACC_500
2593,7/25/2025,4:16:00 PM,,,Open,Low,Account,ACC_409
2594,7/25/2025,7:25:00 PM,,,Open,High,Account,ACC_401
2595,7/26/2025,8:38:00 AM,7/26/2025,1:43:00 PM,Closed,Medium,Login,AUTH_500
2596,7/27/2025,11:37:00 AM,,,Open,Low,Network,NET_502
2597,7/27/2025,12:07:00 PM,,,Open,Low,General,GEN_200
2598,7/27/2025,2:22:00 PM,7/27/2025,8:25:00 PM,Closed,Medium,Network,NET_503
2599,7/27/2025,4:22:00 PM,,,In Progress,Medium,Network,NET_503
2600,7/28/2025,8:20:00 AM,,,Open,High,Network,NET_429
2601,7/28/2025,11:22:00 AM,7/28/2025,4:26:00 PM,Closed,Medium,Account,ACC_409
2602,7/28/2025,2:55:00 PM,,,Open,High,Reporting,REP_500
2603,7/28/2025,2:56:00 PM,,,In Progress,Low,Payment,PAY_504
2604,7/28/2025,6:00:00 PM,7/28/2025,10:53:00 PM,Closed,Medium,Reporting,REP_400
2605,7/28/2025,6:23:00 PM,,,Open,Medium,General,GEN_100
2606,7/28/2025,6:38:00 PM,7/28/2025,8:57:00 PM,Closed,Medium,Payment,PAY_402
2607,7/28/2025,6:58:00 PM,,,Open,Medium,General,GEN_100
2608,7/28/2025,7:50:00 PM,,,Open,Low,Account,ACC_409
2609,7/29/2025,8:09:00 AM,,,In Progress,Low,Payment,PAY_402
2610,7/29/2025,8:18:00 AM,,,In Progress,Medium,General,GEN_100
2611,7/29/2025,11:03:00 AM,,,In Progress,Medium,General,GEN_100
2612,7/29/2025,11:11:00 AM,,,In Progress,Medium,Login,AUTH_401
2613,7/29/2025,1:19:00 PM,,,Open,Low,Login,AUTH_403
2614,7/29/2025,4:01:00 PM,7/29/2025,7:16:00 PM,Closed,Low,Reporting,REP_408
2615,7/29/2025,5:04:00 PM,,,Open,Medium,Payment,PAY_402
2616,7/29/2025,5:51:00 PM,7/29/2025,8:46:00 PM,Closed,Medium,Payment,PAY_500
2617,7/29/2025,6:27:00 PM,7/29/2025,7:19:00 PM,Closed,High,General,GEN_100
2618,7/29/2025,7:41:00 PM,,,Open,Medium,Payment,PAY_400
2619,7/30/2025,10:23:00 AM,7/30/2025,6:12:00 PM,Closed,Medium,General,GEN_500
2620,7/30/2025,10:48:00 AM,,,Open,Medium,Payment,PAY_402
2621,7/30/2025,12:27:00 PM,,,Open,Medium,Network,NET_500
2622,7/30/2025,12:28:00 PM,7/30/2025,5:24:00 PM,Closed,Low,Account,ACC_500
2623,7/30/2025,1:44:00 PM,,,In Progress,High,Payment,PAY_400
2624,7/30/2025,5:00:00 PM,,,Open,Medium,Login,AUTH_401
2625,7/30/2025,5:09:00 PM,,,Open,Medium,Network,NET_429
2626,7/30/2025,5:35:00 PM,7/30/2025,7:06:00 PM,Closed,High,General,GEN_500
2627,7/30/2025,5:47:00 PM,7/30/2025,8:21:00 PM,Closed,Low,General,GEN_100
2628,7/30/2025,6:56:00 PM,7/30/2025,11:59:00 PM,Closed,Low,Payment,PAY_500
2629,7/30/2025,7:01:00 PM,7/30/2025,11:59:00 PM,Closed,Medium,Login,AUTH_500
2630,7/30/2025,7:35:00 PM,,,Open,Low,General,GEN_100
2631,7/31/2025,8:46:00 AM,7/31/2025,11:43:00 AM,Closed,High,Payment,PAY_504
2632,7/31/2025,10:33:00 AM,7/31/2025,12:02:00 PM,Closed,High,Network,NET_500
2633,7/31/2025,10:36:00 AM,7/31/2025,4:35:00 PM,Closed,Medium,Login,AUTH_429
2634,7/31/2025,11:19:00 AM,,,In Progress,Medium,Account,ACC_400
2635,7/31/2025,11:29:00 AM,7/31/2025,2:42:00 PM,Closed,Medium,General,GEN_100
2636,7/31/2025,12:20:00 PM,7/31/2025,11:22:00 PM,Closed,Low,Login,AUTH_429
2637,7/31/2025,1:52:00 PM,,,Open,Medium,General,GEN_200
2638,7/31/2025,2:54:00 PM,,,Open,Low,Network,NET_502
2639,7/31/2025,2:59:00 PM,,,Open,Medium,Login,AUTH_404
2640,7/31/2025,3:06:00 PM,7/31/2025,4:10:00 PM,Closed,High,General,GEN_500
2641,7/31/2025,4:41:00 PM,7/31/2025,5:35:00 PM,Closed,High,Reporting,REP_404
2642,7/31/2025,6:21:00 PM,7/31/2025,8:37:00 PM,Closed,Medium,Payment,PAY_409
2643,8/1/2025,8:23:00 AM,8/1/2025,10:37:00 AM,Closed,High,Network,NET_500
2644,8/1/2025,9:11:00 AM,,,Open,Medium,Network,NET_502
2645,8/1/2025,9:25:00 AM,,,Open,Low,Payment,PAY_409
2646,8/1/2025,10:16:00 AM,,,In Progress,High,General,GEN_100
2647,8/1/2025,1:35:00 PM,8/1/2025,2:22:00 PM,Closed,Medium,Network,NET_429
2648,8/1/2025,2:42:00 PM,,,Open,Medium,Payment,PAY_504
2649,8/1/2025,3:35:00 PM,8/1/2025,11:48:00 PM,Closed,Low,Reporting,REP_500
2650,8/1/2025,3:48:00 PM,,,In Progress,Low,General,GEN_300
2651,8/1/2025,4:59:00 PM,,,Open,Medium,Network,NET_503
2652,8/1/2025,5:30:00 PM,,,In Progress,High,Login,AUTH_404
2653,8/1/2025,6:01:00 PM,,,In Progress,Low,Login,AUTH_429
2654,8/1/2025,6:06:00 PM,8/1/2025,8:51:00 PM,Closed,High,Account,ACC_404
2655,8/2/2025,9:25:00 AM,8/2/2025,3:02:00 PM,Closed,Medium,Payment,PAY_400
2656,8/2/2025,12:12:00 PM,,,Open,Low,Payment,PAY_409
2657,8/2/2025,2:20:00 PM,8/2/2025,9:54:00 PM,Closed,Medium,Payment,PAY_401
2658,8/2/2025,2:36:00 PM,,,Open,High,Login,AUTH_429
2659,8/2/2025,4:52:00 PM,8/2/2025,11:59:00 PM,Closed,Medium,Login,AUTH_401
2660,8/3/2025,8:30:00 AM,8/3/2025,11:16:00 AM,Closed,Low,Login,AUTH_403
2661,8/3/2025,8:58:00 AM,8/3/2025,1:32:00 PM,Closed,Medium,Login,AUTH_404
2662,8/3/2025,11:36:00 AM,,,Open,Low,Account,ACC_400
2663,8/3/2025,11:44:00 AM,,,Open,Medium,Login,AUTH_429
2664,8/3/2025,2:41:00 PM,8/3/2025,9:37:00 PM,Closed,Medium,Payment,PAY_500
2665,8/3/2025,5:27:00 PM,,,In Progress,Low,Reporting,REP_400
2666,8/4/2025,10:23:00 AM,8/4/2025,3:48:00 PM,Closed,Medium,Login,AUTH_404
2667,8/4/2025,10:48:00 AM,,,In Progress,Medium,Network,NET_503
2668,8/4/2025,12:09:00 PM,,,Open,Low,General,GEN_300
2669,8/4/2025,12:15:00 PM,8/4/2025,2:43:00 PM,Closed,High,Payment,PAY_409
2670,8/4/2025,1:06:00 PM,,,In Progress,High,Reporting,REP_408
2671,8/4/2025,2:30:00 PM,8/4/2025,5:14:00 PM,Closed,Medium,Login,AUTH_401
2672,8/4/2025,4:44:00 PM,8/4/2025,8:54:00 PM,Closed,Medium,Login,AUTH_403
2673,8/4/2025,5:14:00 PM,,,In Progress,Medium,Login,AUTH_403
2674,8/4/2025,6:22:00 PM,8/4/2025,7:22:00 PM,Closed,Medium,Login,AUTH_500
2675,8/4/2025,6:57:00 PM,,,In Progress,Medium,Account,ACC_500
2676,8/4/2025,7:14:00 PM,,,In Progress,High,Login,AUTH_404
2677,8/4/2025,7:15:00 PM,8/4/2025,11:59:00 PM,Closed,Medium,Login,AUTH_401
2678,8/4/2025,7:56:00 PM,,,In Progress,Medium,Login,AUTH_401
2679,8/5/2025,8:54:00 AM,,,Open,Low,Login,AUTH_404
2680,8/5/2025,10:06:00 AM,,,In Progress,Medium,General,GEN_300
2681,8/5/2025,12:02:00 PM,8/5/2025,6:14:00 PM,Closed,Medium,Payment,PAY_500
2682,8/5/2025,1:32:00 PM,,,In Progress,Medium,Payment,PAY_409
2683,8/5/2025,1:38:00 PM,,,In Progress,High,Reporting,REP_400
2684,8/5/2025,5:59:00 PM,8/5/2025,11:59:00 PM,Closed,Low,Login,AUTH_401
2685,8/5/2025,7:44:00 PM,,,Open,Medium,Payment,PAY_409
2686,8/6/2025,8:28:00 AM,,,Open,Medium,Network,NET_408
2687,8/6/2025,10:06:00 AM,8/6/2025,11:15:00 AM,Closed,High,Login,AUTH_404
2688,8/6/2025,10:30:00 AM,,,Open,Low,Login,AUTH_404
2689,8/6/2025,11:24:00 AM,8/6/2025,8:21:00 PM,Closed,Low,Account,ACC_404
2690,8/6/2025,12:39:00 PM,,,Open,Low,Payment,PAY_409
2691,8/6/2025,3:18:00 PM,,,Open,Low,Reporting,REP_408
2692,8/6/2025,3:24:00 PM,,,In Progress,High,Login,AUTH_403
2693,8/6/2025,3:43:00 PM,,,In Progress,High,Payment,PAY_402
2694,8/6/2025,4:50:00 PM,,,Open,Medium,Reporting,REP_400
2695,8/6/2025,5:50:00 PM,,,In Progress,High,Login,AUTH_500
2696,8/6/2025,7:12:00 PM,,,Open,Medium,Payment,PAY_409
2697,8/6/2025,7:58:00 PM,8/6/2025,9:28:00 PM,Closed,Medium,Network,NET_503
2698,8/7/2025,11:13:00 AM,8/7/2025,5:44:00 PM,Closed,Medium,Login,AUTH_404
2699,8/7/2025,11:15:00 AM,,,In Progress,Low,Payment,PAY_409
2700,8/7/2025,1:35:00 PM,8/7/2025,8:55:00 PM,Closed,Medium,General,GEN_200
2701,8/7/2025,3:14:00 PM,,,In Progress,Medium,Account,ACC_404
2702,8/7/2025,3:49:00 PM,,,Open,Medium,Network,NET_429
2703,8/7/2025,4:01:00 PM,,,Open,Medium,General,GEN_500
2704,8/7/2025,4:33:00 PM,,,Open,Medium,Account,ACC_401
2705,8/7/2025,5:12:00 PM,,,In Progress,Medium,Account,ACC_404
2706,8/7/2025,7:00:00 PM,,,Open,Medium,Login,AUTH_500
2707,8/7/2025,7:29:00 PM,8/7/2025,11:59:00 PM,Closed,Low,Account,ACC_404
2708,8/7/2025,7:55:00 PM,,,Open,Low,Reporting,REP_404
2709,8/8/2025,9:01:00 AM,,,Open,Low,Payment,PAY_400
2710,8/8/2025,11:48:00 AM,8/8/2025,5:36:00 PM,Closed,Medium,Payment,PAY_500
2711,8/8/2025,4:18:00 PM,,,Open,Medium,General,GEN_100
2712,8/8/2025,4:27:00 PM,,,In Progress,Medium,Network,NET_502
2713,8/8/2025,5:04:00 PM,8/8/2025,11:59:00 PM,Closed,Medium,Login,AUTH_401
2714,8/8/2025,6:06:00 PM,8/8/2025,11:59:00 PM,Closed,Medium,Payment,PAY_401
2715,8/9/2025,9:14:00 AM,8/9/2025,2:09:00 PM,Closed,Medium,Login,AUTH_403
2716,8/9/2025,9:26:00 AM,,,Open,Medium,Network,NET_408
2717,8/9/2025,1:18:00 PM,,,Open,Low,General,GEN_300
2718,8/9/2025,1:53:00 PM,,,Open,Medium,Reporting,REP_500
2719,8/9/2025,5:37:00 PM,,,Open,Medium,Payment,PAY_500
2720,8/9/2025,6:36:00 PM,8/9/2025,11:59:00 PM,Closed,Medium,Reporting,REP_404
2721,8/10/2025,12:13:00 PM,8/10/2025,3:07:00 PM,Closed,Low,Login,AUTH_401
2722,8/10/2025,1:31:00 PM,8/10/2025,2:14:00 PM,Closed,Medium,Network,NET_429
2723,8/10/2025,2:37:00 PM,8/10/2025,8:14:00 PM,Closed,Low,Login,AUTH_429
2724,8/10/2025,7:39:00 PM,,,Open,Medium,Login,AUTH_401
2725,8/11/2025,8:38:00 AM,8/11/2025,12:24:00 PM,Closed,Medium,General,GEN_500
2726,8/11/2025,9:00:00 AM,,,In Progress,High,General,GEN_100
2727,8/11/2025,9:44:00 AM,8/11/2025,12:18:00 PM,Closed,Medium,General,GEN_200
2728,8/11/2025,12:33:00 PM,8/11/2025,3:00:00 PM,Closed,High,Login,AUTH_403
2729,8/11/2025,1:06:00 PM,8/11/2025,7:42:00 PM,Closed,Medium,Payment,PAY_400
2730,8/11/2025,1:23:00 PM,,,Open,Medium,Login,AUTH_404
2731,8/11/2025,1:53:00 PM,,,Open,Low,Reporting,REP_404
2732,8/11/2025,2:12:00 PM,8/11/2025,3:25:00 PM,Closed,High,Account,ACC_500
2733,8/11/2025,2:46:00 PM,8/11/2025,4:36:00 PM,Closed,Medium,Network,NET_500
2734,8/11/2025,2:53:00 PM,,,In Progress,Low,Payment,PAY_409
2735,8/11/2025,3:08:00 PM,,,Open,Medium,Account,ACC_409
2736,8/11/2025,5:56:00 PM,,,Open,Low,Reporting,REP_408
2737,8/11/2025,6:11:00 PM,,,Open,High,Payment,PAY_400
2738,8/11/2025,6:34:00 PM,,,Open,Medium,Payment,PAY_409
2739,8/11/2025,6:50:00 PM,8/11/2025,9:21:00 PM,Closed,Medium,Payment,PAY_409
2740,8/12/2025,11:29:00 AM,,,In Progress,Medium,General,GEN_300
2741,8/12/2025,12:32:00 PM,8/12/2025,3:31:00 PM,Closed,High,General,GEN_100
2742,8/12/2025,1:05:00 PM,,,Open,Low,Login,AUTH_401
2743,8/12/2025,1:15:00 PM,,,Open,Medium,Payment,PAY_409
2744,8/12/2025,3:43:00 PM,8/12/2025,4:54:00 PM,Closed,Low,Reporting,REP_400
2745,8/12/2025,7:51:00 PM,8/12/2025,8:17:00 PM,Closed,High,Login,AUTH_500
2746,8/13/2025,1:16:00 PM,8/13/2025,2:29:00 PM,Closed,High,Login,AUTH_404
2747,8/13/2025,2:04:00 PM,,,Open,Medium,General,GEN_500
2748,8/13/2025,4:28:00 PM,,,In Progress,Low,Login,AUTH_500
2749,8/13/2025,5:05:00 PM,,,In Progress,Low,General,GEN_200
2750,8/13/2025,5:06:00 PM,8/13/2025,10:57:00 PM,Closed,Medium,Payment,PAY_500
2751,8/13/2025,5:29:00 PM,,,In Progress,Medium,Login,AUTH_500
2752,8/14/2025,10:33:00 AM,8/14/2025,11:58:00 AM,Closed,Medium,Reporting,REP_404
2753,8/14/2025,12:03:00 PM,,,Open,Low,Payment,PAY_409
2754,8/14/2025,12:32:00 PM,,,In Progress,Medium,Login,AUTH_500
2755,8/14/2025,2:51:00 PM,,,Open,Medium,Network,NET_500
2756,8/14/2025,2:59:00 PM,,,In Progress,Medium,Payment,PAY_401
2757,8/14/2025,3:03:00 PM,,,In Progress,Medium,Network,NET_408
2758,8/14/2025,3:26:00 PM,,,Open,Medium,Payment,PAY_402
2759,8/14/2025,4:27:00 PM,8/14/2025,8:20:00 PM,Closed,Medium,Login,AUTH_500
2760,8/14/2025,7:31:00 PM,,,In Progress,High,Payment,PAY_401
2761,8/15/2025,8:36:00 AM,,,Open,Medium,General,GEN_200
2762,8/15/2025,9:08:00 AM,,,Open,Medium,Login,AUTH_429
2763,8/15/2025,9:31:00 AM,8/15/2025,5:25:00 PM,Closed,Low,Network,NET_500
2764,8/15/2025,10:19:00 AM,,,Open,Medium,Network,NET_503
2765,8/15/2025,5:21:00 PM,8/15/2025,11:31:00 PM,Closed,Low,Account,ACC_400
2766,8/15/2025,5:59:00 PM,,,In Progress,Low,General,GEN_300
2767,8/15/2025,7:15:00 PM,,,In Progress,Medium,Payment,PAY_500
2768,8/15/2025,7:19:00 PM,,,Open,Low,Payment,PAY_409
2769,8/16/2025,8:39:00 AM,,,Open,Low,Network,NET_429
2770,8/16/2025,12:13:00 PM,,,Open,Medium,Login,AUTH_401
2771,8/16/2025,1:58:00 PM,8/16/2025,10:41:00 PM,Closed,Low,Network,NET_429
2772,8/16/2025,5:33:00 PM,8/16/2025,8:20:00 PM,Closed,Low,Reporting,REP_500
2773,8/17/2025,9:55:00 AM,,,Open,Medium,Account,ACC_404
2774,8/17/2025,12:31:00 PM,,,Open,Medium,Login,AUTH_401
2775,8/17/2025,2:37:00 PM,,,Open,Low,Reporting,REP_500
2776,8/17/2025,2:57:00 PM,8/17/2025,6:12:00 PM,Closed,Medium,Login,AUTH_401
2777,8/17/2025,6:19:00 PM,,,Open,Medium,General,GEN_100
